ĀQ	阿Q
kǒngjùzhèng	恐惧症
kǒngpà	恐怕
kǒnghè	恐吓
kǒnghèxìn	恐吓信
kònggào	控告
kòngsù	控诉
kòngzhì	控制
kòngzhìlùn	控制论
kòngzhìqì	控制器
kòngzhìqū	控制区
kòngzhìshì	控制室
kòngzhìshùzì	控制数字
kòngzhìtái	控制台
kòngzhìxìtǒng	控制系统
kōumài	芤脉
kǒuàn	口岸
kǒubēizàidào	口碑载道
kǒucái	口才
kǒuchēng	口称
kǒuchǐ	口齿
kǒuchòu	口臭
kǒuchūkuángyán	口出狂言
kǒuchuán	口传
kǒuchuánxīnshòu	口传心授
kǒudài	口袋
kǒuěrxiāngchuán	口耳相传
kǒufú	口服
kǒufúxīnfú	口服心服
kǒufúyè	口服液
kǒugài	口盖
kǒugānshézào	口干舌燥
kǒugòng	口供
kǒuhào	口号
kǒuhóng	口红
kǒuhuìérshíbùzhì	口惠而实不至
kóujiǎo	口角
kóujiǎoyán	口角炎
kǒujìng	口径
kǒujué	口诀
kǒukǒushēngshēng	口口声声
kǒuliáng	口粮
kǒulìng	口令
kǒumìfùjiàn	口蜜腹剑
kǒuqì	口气
kǒuqiāng	口腔
kǒuqū	口区
kǒuruòxuánhé	口若悬河
kǒushí	口实
kǒushì	口试
kǒushìxīnfēi	口是心非
kǒushòu	口授
kǒushù	口述
kǒushuōwúpíng	口说无凭
kǒutóu	口头
kǒutóuchán	口头禅
kǒutóuyǔ	口头语
kǒuwèi	口味
kǒuwěn	口吻
kǒuxìn	口信
kǒuxuèwèigān	口血未干
kǒuyì	口译
kǒuyǔ	口语
kǒuzhōng	口中
kǒuzhòng	口重
kǒuzhūbǐfá	口诛笔伐
kǒuzi	口子
kòujiàn	叩见
kòuchú	扣除
kòufā	扣发
kòuliú	扣留
kòumàozi	扣帽子
kòurénxīnxián	扣人心弦
kòushā	扣杀
kòuyā	扣压
kòuyā	扣押
kòuzi	扣子
kòuchóu	寇仇
kūcǎogǎnjūn	枯草杆菌
kūgān	枯干
kūgǔ	枯骨
kūjié	枯竭
kūmùféngchūn	枯木逢春
kūmùxiǔzhū	枯木朽株
kūshuǐ	枯水
kūshuǐqī	枯水期
kūsǐ	枯死
kūwěi	枯萎
kūzào	枯燥
kūzàowúwèi	枯燥无味
kūzhībàiyè	枯枝败叶
kūhǎn	哭喊
kūjiào	哭叫
kūnào	哭闹
kūqì	哭泣
kūsāng	哭丧
kūsāngzheliǎn	哭丧着脸
kūshēng	哭声
kūsù	哭诉
kūtiānhǎndì	哭天喊地
kūtiānmǒlèi	哭天抹泪
kūxiàobùdé	哭笑不得
kǔbùkānyán	苦不堪言
kǔshēn	苦参
kǔchāi	苦差
kǔchāishì	苦差事
kǔchù	苦处
kǔdàchóushēn	苦大仇深
kǔdòu	苦斗
kǔdú	苦读
kǔgàn	苦干
kǔgōng	苦功
kǔguǒ	苦果
kǔhǎiwúbiān	苦海无边
kǔjìngānlái	苦尽甘来
kǔjìntiánlái	苦尽甜来
kǔkǒupóxīn	苦口婆心
kǔkǔ	苦苦
kǔlèbùjūn	苦乐不均
kǔliàn	苦练
kǔmèn	苦闷
kǔnàn	苦难
kǔnǎo	苦恼
kǔsè	苦涩
kǔshuǐ	苦水
kǔsī	苦思
kǔsīmíngxiǎng	苦思冥想
kǔxiǎng	苦想
kǔxiào	苦笑
kǔxīn	苦心
kǔxīngūyì	苦心孤诣
kǔxīnjīngyíng	苦心经营
kǔxíng	苦行
kǔxíngsēng	苦行僧
kǔxué	苦学
kǔyǔ	苦雨
kǔyǔqīfēng	苦雨凄风
kǔzhàn	苦战
kǔzhōngzuòlè	苦中作乐
kǔzhōng	苦衷
kùcáng	库藏
kùcún	库存
kùcúnliàng	库存量
kùěrlè	库尔勒
kùěrsīkè	库尔斯克
kùfáng	库房
kùkèqúndǎo	库克群岛
kùkèsīqū	库克斯区
kùlìākǎn	库利阿坎
kùnàitèlā	库奈特拉
kùniècíkè	库涅茨克
kùnuòwéicǎi	库诺维采
kùqū	库区
kùquàn	库券
kùsīkēshěng	库斯科省
kùtíyàlā	库提亚拉
kùtúzuǒfū	库图佐夫
kùzǐ	裤子
kùài	酷爱
kùhǎo	酷好
kùrè	酷热
kùshǔ	酷暑
kùsì	酷似
kuādà	夸大
kuādàqící	夸大其词
kuādàqící	夸大其辞
kuāfù	夸父
kuāfùzhuīrì	夸父逐日
kuāfùzhuīrì	夸父追日
kuājiǎng	夸奖
kuākè	夸克
kuākuāqítán	夸夸其谈
kuāyào	夸耀
kuāzàn	夸赞
kuāzhāng	夸张
kuǎtái	垮台
kuàbāo	挎包
kuàgǔ	胯骨
kuàbùdiànyā	跨步电压
kuàdù	跨度
kuàguó	跨国
kuàguógōngsī	跨国公司
kuàguò	跨过
kuàniándù	跨年度
kuàshìjì	跨世纪
kuàhángyè	跨行业
kuàxuékē	跨学科
kuàyuè	跨越
kuàijīngzuòwù	块茎作物
kuàijūn	块菌
kuàishí	块石
kuàizhuàng	块状
kuàibào	快报
kuàibù	快步
kuàibùliúxīng	快步流星
kuàicān	快餐
kuàichē	快车
kuàichēdào	快车道
kuàidāojiǎnluànmá	快刀斩乱麻
kuàidì	快递
kuàigān	快干
kuàigōng	快攻
kuàikuàilèlè	快快乐乐
kuàilè	快乐
kuàimǎ	快马
kuàimǎjiābiān	快马加鞭
kuàimàn	快慢
kuàipǎo	快跑
kuàirénkuàiyǔ	快人快语
kuàishì	快事
kuàisù	快速
kuàitǐng	快艇
kuàiwèi	快慰
kuàixìn	快信
kuàixùn	快讯
kuàiyào	快要
kuàiyìtōng	快译通
kuàiyìtōngduì	快译通队
kuàizhì	脍炙
kuàizhìrénkǒu	脍炙人口
kuàizǐ	筷子
kuānchàng	宽畅
kuāndǎzhǎiyòng	宽打窄用
kuāndà	宽大
kuāndàwéihuái	宽大为怀
kuāndàzhèngcè	宽大政策
kuāndài	宽待
kuāndù	宽度
kuānguǎng	宽广
kuānhóng	宽宏
kuānhóngdàliàng	宽宏大量
kuānhóngdàliàng	宽洪大量
kuānhòu	宽厚
kuānjiǎ	宽假
kuānjiě	宽解
kuānkuò	宽阔
kuānróng	宽容
kuānróngdù	宽容度
kuānshù	宽恕
kuānsōng	宽松
kuānwèi	宽慰
kuānxiàn	宽限
kuānxiànqī	宽限期
kuānyī	宽衣
kuānyǐdàirén	宽以待人
kuānyú	宽余
kuānyù	宽裕
kuāngǔ	髋骨
kuǎndài	款待
kuǎnqǔ	款曲
kuǎnzhì	款识
kuǎnshì	款式
kuǎnxiàng	款项
kuǎnzǐ	款子
kuāngjì	匡济
kuāngsuàn	匡算
kuángbào	狂暴
kuángbēn	狂奔
kuángfēng	狂风
kuángfēngbàoyǔ	狂风暴雨
kuángfēngèlàng	狂风恶浪
kuángfēngnùháo	狂风怒号
kuánghōnglànzhà	狂轰滥炸
kuánghuān	狂欢
kuángrè	狂热
kuángwàng	狂妄
kuángwàngzìdà	狂妄自大
kuángxiǎngqǔ	狂想曲
kuángyǐn	狂饮
kuángyǔ	狂雨
kuángyǔ	诳语
kuàngqiě	况且
kuànggōng	旷工
kuàngkè	旷课
kuàngrìchíjiǔ	旷日持久
kuàngshìqícái	旷世奇才
kuàngyě	旷野
kuàngcáng	矿藏
kuàngcéng	矿层
kuàngchǎn	矿产
kuàngchǎnpǐn	矿产品
kuàngchǎnzīyuán	矿产资源
kuàngzhǎng	矿长
kuàngchē	矿车
kuàngchuáng	矿床
kuànggōng	矿工
kuànghuàdù	矿化度
kuàngjiāng	矿浆
kuàngjǐng	矿井
kuàngjú	矿局
kuàngmài	矿脉
kuàngní	矿泥
kuàngqū	矿区
kuàngquán	矿泉
kuàngquánshuǐ	矿泉水
kuàngshān	矿山
kuàngshí	矿石
kuàngwùjú	矿务局
kuàngwù	矿物
kuàngwùxiānwéi	矿物纤维
kuàngyè	矿业
kuàngjià	框架
kuàngkuɑng	框框
kuīběn	亏本
kuīdài	亏待
kuīde	亏得
kuīkong	亏空
kuīlèi	亏累
kuīliàng	亏量
kuīsǔn	亏损
kuīsǔné	亏损额
kuīshé	亏折
kuīránbùdòng	岿然不动
kuīrándúcún	岿然独存
kuījiǎ	盔甲
kuībàoyībān	窥豹一斑
kuīcè	窥测
kuījiàn	窥见
kuīshì	窥视
kuītàn	窥探
kuíěrnàwǎkǎ	奎尔纳瓦卡
kuíwénqū	奎文区
kuíduó	揆度
kuíqíngduólǐ	揆情度理
kuíhuā	葵花
kuíshàn	葵扇
kuíběikè	魁北克
kuíběikèshěng	魁北克省
kuíwěi	魁伟
kuíwú	魁梧
kuíshé	蝰蛇
kuǐlěi	傀儡
kuílěixì	傀儡戏
kuìfá	匮乏
kuìránchángtàn	喟然长叹
kuìbùgǎndāng	愧不敢当
kuìhàn	愧汗
kuìjiù	愧疚
kuìsè	愧色
kuìbài	溃败
kuìbùchéngjūn	溃不成军
kuìsàn	溃散
kuìtuì	溃退
kuìyáng	溃疡
kuìzèng	馈赠
kūnjuéér	坤角儿
kūnchóng	昆虫
kūnlún	昆仑
kūnmíng	昆明
kūnmíngshì	昆明市
kūnqǔ	昆曲
kǔnbǎng	捆绑
kǔnzā	捆扎
kùnchù	困处
kùndùn	困顿
kùnhuò	困惑
kùnjìng	困境
kùnjuàn	困倦
kùnkǔ	困苦
kùnnánhù	困难户
kùnnánchóngchóng	困难重重
kùnrǎo	困扰
kùnshǒu	困守
kùnshòuyóudòu	困兽犹斗
kuòbiān	扩编
kuòchōng	扩充
kuòdà	扩大
kuòdàhuà	扩大化
kuòdàhuìyì	扩大会议
kuòdàzàishēngchǎn	扩大再生产
kuòjiàn	扩建
kuòjūn	扩军
kuòjūnbèizhàn	扩军备战
kuòpíntōngxìn	扩频通信
kuòsàn	扩散
kuòsǎngōngyì	扩散工艺
kuòsànshì	扩散式
kuòsànzuòyòng	扩散作用
kuòyāqì	扩压器
kuòzhǎn	扩展
kuòzhāng	扩张
kuòzhāngzhǔyì	扩张主义
kuòhào	括号
kuòhú	括弧
kuòyuējī	括约肌
kuòbié	阔别
kuòbù	阔步
kuòbùqiánjìn	阔步前进
kuòqi	阔气
kuòshào	阔少
kuòluò	廓落
lājī	垃圾
lājīchǎng	垃圾场
lājīchē	垃圾车
lājīchúlǐ	垃圾处理
lābā	拉巴
lābāsī	拉巴斯
lābá	拉拔
lābāngjiéhuǒ	拉帮结伙
lābāngjiépài	拉帮结派
lābódìtè	拉伯蒂特
lābùxiàliǎn	拉不下脸
lābùdàlín	拉布大林
lācháng	拉长
lāchǎngzi	拉场子
lāchē	拉车
lāchū	拉出
lāchuáng	拉床
lādáxiāng	拉达乡
lādǎo	拉倒
lādécíjī	拉德茨基
lādéfāngsī	拉德方斯
lādékèlìfū	拉德克利夫
lādésījī	拉德斯基
lādífújídé	拉迪福吉德
lādìnàdá	拉蒂娜达
lādīng	拉丁
lādīnghuà	拉丁化
lādīngměizhōu	拉丁美州
lādīngměizhōu	拉丁美洲
lādīngměizhōujīngjìwěiyuánhuì	拉丁美洲经济委员会
lādīngwén	拉丁文
lādīngwǔ	拉丁舞
lādīngyǔ	拉丁语
lādīngzìmǔ	拉丁字母
lādòng	拉动
lādùzi	拉肚子
lāduàn	拉断
lāfǎyētè	拉法耶特
lāfēiěr	拉菲尔
lāfū	拉夫
lāfūbólè	拉夫伯勒
lāgǎn	拉杆
lāgèsī	拉各斯
lāgōu	拉钩
lāguā	拉呱
lāguānxi	拉关系
lāguǎn	拉管
lāhéěr	拉合尔
lāhéěrshì	拉合尔市
lāhòutuǐ	拉后腿
lāhuà	拉话
lāhuán	拉环
lāhuí	拉回
lāhuò	拉货
lājīhuɑng	拉饥荒
lājiādàiěr	拉加戴尔
lājiācháng	拉家常
lājiādàikǒu	拉家带口
lājiǎsītǎn	拉贾斯坦
lājiǎsītǎnbāng	拉贾斯坦邦
lājià	拉架
lājiāoqing	拉交情
lājiǎo	拉脚
lājiéshāxī	拉杰沙希
lājǐn	拉紧
lājìnhū	拉近乎
lājù	拉锯
lājùshì	拉锯式
lājùzhàn	拉锯战
lākāi	拉开
lākǎnduōnà	拉坎多纳
lākèwéiléi	拉克维雷
lākè	拉客
lālā	拉拉
lālāchěchě	拉拉扯扯
lālāduì	拉拉队
lālāduìyuán	拉拉队员
lālāzázá	拉拉杂杂
lālǐàohā	拉里奥哈
lālì	拉力
lālìqì	拉力器
lālìsài	拉力赛
lālìbótǎdé	拉利伯塔德
lāliàn	拉练
lāliàn	拉链
lāliè	拉裂
lālǒng	拉拢
lāmǎgǔyuán	拉玛古猿
lāmǎimɑi	拉买卖
lāmáo	拉毛
lāměi	拉美
lāmén	拉门
lāmiàn	拉面
lāmó	拉模
lāmòcíwǎ	拉莫茨瓦
lāmǔshān	拉姆山
lāmǔsīdēng	拉姆斯登
lāpítiáo	拉皮条
lāpiào	拉票
lāpíng	拉平
lāpǔjiéfū	拉普捷夫
lāpǔlāsī	拉普拉斯
lāqǐ	拉起
lāsà	拉萨
lāsàhé	拉萨河
lāsàshì	拉萨市
lāsāiléinà	拉塞雷纳
lāsānchěsì	拉三扯四
lāsèfútè	拉瑟福特
lāshāntóu	拉山头
lāshēn	拉伸
lāshēnxíngbiàn	拉伸形变
lāshēngyi	拉生意
lāshǒu	拉手
lāsī	拉丝
lāsīhèlāsī	拉斯赫拉斯
lāsīnàmàn	拉斯纳曼
lāsītúnàsī	拉斯图纳斯
lāsuǒ	拉锁
lāsuǒér	拉锁儿
lātǎjīyà	拉塔基亚
lātào	拉套
lātèlìqí	拉特利奇
lātuōwéiyà	拉脱维亚
lāwǎyēhā	拉瓦耶哈
lāwǎng	拉网
lāwǎngshì	拉网式
lāxīxiāng	拉西乡
lāxī	拉希
lāxī	拉稀
lāxià	拉下
lāxiàliǎn	拉下脸
lāxiàmǎ	拉下马
lāxiàshuǐ	拉下水
lāqiàn	拉纤
lāxiàn	拉线
lāyán	拉延
lāyāng	拉秧
lāyángpiàn	拉洋片
lāyīkāxiāng	拉依喀乡
lāzá	拉杂
lāzhá	拉闸
lāzhì	拉制
lāzīgélè	拉兹格勒
lǎbɑ	喇叭
lǎmɑ	喇嘛
lǎmɑjiāo	喇嘛教
lǎmɑjiàotú	喇嘛教徒
làbā	腊八
làbāzhōu	腊八粥
làbǐ	腊笔
làcháng	腊肠
làěrshān	腊尔山
làhuáng	腊黄
làmǎgǔyuán	腊玛古猿
làméi	腊梅
làrì	腊日
làròu	腊肉
làtǎnàjīlǐ	腊塔纳基里
làwèi	腊味
làyuè	腊月
làyuèèrshí	腊月二十
làyuèniànjiǔ	腊月廿九
làyuèniànyī	腊月廿一
làyuèsānshí	腊月三十
làyuèshíliù	腊月十六
làyuèshíwǔ	腊月十五
làzhǐ	腊纸
làzhú	腊烛
làzǐkǒu	腊子口
làbái	蜡白
làbǎn	蜡板
làbǎn	蜡版
làbǐ	蜡笔
làbǐhuà	蜡笔画
làchóng	蜡虫
làchuáng	蜡床
làguāngzhǐ	蜡光纸
làguǒ	蜡果
làhuā	蜡花
làhuáng	蜡黄
làjù	蜡炬
làlèi	蜡泪
làliáo	蜡疗
làméi	蜡梅
làmó	蜡膜
làqiān	蜡扦
làrǎn	蜡染
làrén	蜡人
làshú	蜡熟
làtái	蜡台
làwán	蜡丸
làxiàng	蜡像
làxiàngguǎn	蜡像馆
làyóu	蜡油
làzhāzǐ	蜡渣子
làzhǐ	蜡纸
làzhì	蜡质
làzhú	蜡烛
làzuǐ	蜡嘴
láibīn	来宾
láibude	来不得
láibují	来不及
láicháo	来朝
láide	来得
láidejí	来得及
láidiàn	来电
láiérbùwǎngfēilǐyě	来而不往非礼也
láifàn	来犯
láifǎng	来访
láifǎngzhě	来访者
láigǎo	来稿
láihán	来函
láihuá	来华
láihuí	来回
láihuíláiqù	来回来去
láijiàn	来件
láijìn	来劲
láikàn	来看
láiláiwǎngwǎng	来来往往
láilì	来历
láiliàojiāgōng	来料加工
láilín	来临
láilóngqùmài	来龙去脉
láiqù	来去
láirén	来人
láirì	来日
láirìdànàn	来日大难
láirìfāngcháng	来日方长
láishì	来势
láishìxiōngxiōng	来势汹汹
láishuō	来说
láitou	来头
láiwén	来文
láixìn	来信
láiyàngjiāgōng	来样加工
láiyì	来意
láiyóu	来由
láiyuán	来源
láiyuányú	来源于
láizhě	来者
láizhěbùjù	来者不拒
láizhěbùshàn	来者不善
láizhībùyì	来之不易
láizhe	来着
láizì	来自
láizōngqùjì	来踪去迹
láizuò	来作
láiángnèiěr	莱昂内尔
láiàonuòlā	莱奥诺拉
láiqiēshì	莱切市
láisè	莱塞
láiyīnhātè	莱因哈特
làiyǐwéishēng	赖以为生
làiyīnhātè	赖因哈特
làihámaxiǎngchītiānéròu	癞蛤蟆想吃天鹅肉
lánbāléinèi	兰巴雷内
lánbǎoshí	兰宝石
lánbùlāsī	兰布拉斯
láncuīyùzhé	兰摧玉折
lándà	兰大
lánhuā	兰花
lánkèsītè	兰克斯特
lánsè	兰色
lányīnxùguǒ	兰因絮果
lánzhōu	兰州
lánzhōujūnqū	兰州军区
lánzhōushì	兰州市
lándǎng	拦挡
lánguì	拦柜
lánhébà	拦河坝
lánjī	拦击
lánjié	拦截
lánlù	拦路
lánlùhǔ	拦路虎
lányāo	拦腰
lánzhù	拦住
lánzǔ	拦阻
lángān	栏杆
lánguì	栏柜
lánmù	栏目
lángān	阑干
lánwěi	阑尾
lánwěiyán	阑尾炎
lánbǎoshí	蓝宝石
lánběn	蓝本
lánjīngshí	蓝晶石
lánsè	蓝色
lántiān	蓝天
lántiánshēngyù	蓝田生玉
lántú	蓝图
lányán	谰言
lánqiú	篮球
lánqiúchǎng	篮球场
lǎnshèng	览胜
lǎnshèng	揽胜
lǎnchē	缆车
lǎnchēdào	缆车道
lǎnde	懒得
lǎnduò	懒惰
lǎngǔtou	懒骨头
lǎnhàn	懒汉
lǎnsǎn	懒散
lǎnyāngyāng	懒洋洋
lànmàn	烂漫
lànní	烂泥
lànnítáng	烂泥塘
lànshú	烂熟
làntānzi	烂摊子
lànzuìrúní	烂醉如泥
làndiào	滥调
lànfā	滥发
lànfá	滥伐
lànyòng	滥用
lànyòngzhíquán	滥用职权
lànyúchōngshù	滥竽充数
lángcáinǚmào	郎才女貌
lángdāng	郎当
lángjiù	郎舅
lángjūn	郎君
lángzhōng	郎中
lángbèi	狼狈
lángbèibùkān	狼狈不堪
lángbèiwéijiān	狼狈为奸
lángbēnshǐtū	狼奔豕突
lángtūnhǔyàn	狼吞虎咽
lángwěicǎo	狼尾草
lángxīngǒufèi	狼心狗肺
lángyānsìqǐ	狼烟四起
lángzǐyěxīn	狼子野心
lángfāng	廊坊
lánglángshàngkǒu	琅琅上口
lángkāngrùyù	锒铛入狱
lǎngdú	朗读
lǎnglǎng	朗朗
lǎngsòng	朗诵
làngcháo	浪潮
làngfèi	浪费
lànghuā	浪花
làngjìjiānghú	浪迹江湖
làngmàn	浪漫
làngmànqǔ	浪漫曲
làngmànzhǔyì	浪漫主义
làngtāo	浪涛
làngtóu	浪头
làngyǔ	浪语
làngzǐhuítóu	浪子回头
lāodàocǎo	捞稻草
lāoqǔ	捞取
lāoyībǎ	捞一把
lāozháo	捞着
láobǎo	劳保
láodòngbǎohù	劳动保护
láodòngbù	劳动部
láodòngbùmén	劳动部门
láodòngdìngé	劳动定额
láodòngfǎ	劳动法
láodòngfú	劳动服
láodòngfúwù	劳动服务
láodòngfúwùgōngsī	劳动服务公司
láodòngjìlǜ	劳动纪律
láodòngjiàoyǎng	劳动教养
láodòngjié	劳动节
láodòngjìngsài	劳动竞赛
láodòngjú	劳动局
láodònglì	劳动力
láodòngliàng	劳动量
láodòngmìjíxíng	劳动密集型
láodòngmófàn	劳动模范
láodòngqiángdù	劳动强度
láodòngqúnzhòng	劳动群众
láodòngrénmín	劳动人民
láodòngrì	劳动日
láodòngshēngchǎnlì	劳动生产力
láodòngshēngchǎnlǜ	劳动生产率
láodòngtiáojiàn	劳动条件
láodòngzhě	劳动者
láodòngzhìfù	劳动致富
láodùn	劳顿
láoérwúgōng	劳而无功
láogǎi	劳改
láogōng	劳工
láojià	劳驾
láojiào	劳教
láojiàosuǒ	劳教所
láokǔ	劳苦
láokǔdàzhòng	劳苦大众
láokǔgōnggāo	劳苦功高
láolèi	劳累
láolì	劳力
láolù	劳碌
láomínshāngcái	劳民伤财
láomó	劳模
láoshén	劳神
láoshīdòngzhòng	劳师动众
láoshízǐ	劳什子
láotèdàiěrbǎo	劳特代尔堡
láowù	劳务
láowùfèi	劳务费
láoyànfēnfēi	劳燕分飞
láoyìjiéhé	劳逸结合
láozī	劳资
láozīchù	劳资处
láozuò	劳作
láobùkěpò	牢不可破
láogù	牢固
láojì	牢记
láolóng	牢笼
láosāo	牢骚
láosāomǎnfù	牢骚满腹
láoxì	牢系
láodɑo	唠叨
làoláodāodāo	唠唠叨叨
láoshānqū	崂山区
lǎobáigānér	老白干儿
lǎobǎixìng	老百姓
lǎobǎn	老板
lǎobàngshēngzhū	老蚌生珠
lǎoběn	老本
lǎobó	老伯
lǎobóbó	老伯伯
lǎochéng	老成
lǎochéngchízhòng	老成持重
lǎochéngqū	老城区
lǎochúnǚ	老处女
lǎodà	老大
lǎodàbùxiǎo	老大不小
lǎodàgē	老大哥
lǎodàmā	老大妈
lǎodànán	老大难
lǎodàniáng	老大娘
lǎodàtúshāngbēi	老大徒伤悲
lǎodàyé	老大爷
lǎodāngyìzhuàng	老当益壮
lǎodǐ	老底
lǎodiào	老调
lǎodiàochóngtán	老调重弹
lǎofóye	老佛爷
lǎofū	老夫
lǎofūzǐ	老夫子
lǎofù	老父
lǎogànbù	老干部
lǎogēnjùdì	老根据地
lǎogǔtou	老骨头
lǎoguīju	老规矩
lǎohàn	老汉
lǎohǎorén	老好人
lǎohǔ	老虎
láohǔpìgumōbude	老虎屁股摸不得
lǎohǔtóushàngpūcāngyíng	老虎头上扑苍蝇
lǎohǔtóushàngsāoyǎng	老虎头上搔痒
lǎohuà	老化
lǎohuángniú	老黄牛
lǎojìfúlì	老骥伏枥
lǎojiānjùhuá	老奸巨滑
lǎojiānghú	老江湖
lǎojiàng	老将
lǎojiēfɑng	老街坊
lǎojiěfàngqū	老解放区
lǎokuàngkuɑng	老框框
lǎoláishǎo	老来少
lǎolǎoshǎoshǎo	老老少少
lǎolǎoshíshí	老老实实
lǎolèihéngliú	老泪横流
lǎolèizònghéng	老泪纵横
lǎolíng	老龄
lǎomǎshítú	老马识途
lǎomáobìng	老毛病
lǎomóushēnsuàn	老谋深算
lǎonián	老年
lǎoniánrén	老年人
lǎoniúpòchē	老牛破车
lǎoniúshìdú	老牛舐犊
lǎonóng	老农
lǎopái	老牌
lǎoqìhéngqiū	老气横秋
lǎoqiánbèi	老前辈
lǎoqīn	老亲
lǎoqū	老区
lǎorén	老人
lǎoruò	老弱
lǎoruòbìngcán	老弱病残
lǎoruòcánbīng	老弱残兵
lǎosēngrùdìng	老僧入定
lǎoshào	老少
lǎoshǎobiānqióng	老少边穷
lǎoshǎojiēzhī	老少皆知
lǎoshǎowúqī	老少无欺
lǎoshǎoxiányí	老少咸宜
lǎoshě	老舍
lǎoshēngchángtán	老生常谈
lǎoshī	老师
lǎoshīfù	老师傅
lǎoshíbājiāo	老实巴交
lǎoshírén	老实人
lǎoshíshuō	老实说
lǎoshì	老式
lǎoshì	老是
lǎoshǒu	老手
lǎoshǔ	老鼠
lǎoshuài	老帅
lǎosǐbùxiāngwǎnglái	老死不相往来
lǎotàitài	老太太
lǎotài	老态
lǎotàilóngzhōng	老态龙钟
lǎotāng	老汤
lǎotóngzhì	老同志
lǎowài	老外
lǎowáng	老王
lǎoxiānghǎo	老相好
lǎoxiāngshí	老相识
lǎoxiǎo	老小
lǎoxiūchéngnù	老羞成怒
lǎoyǎnguāng	老眼光
lǎoyéchē	老爷车
lǎoyībèi	老一辈
lǎoyītào	老一套
lǎoyǒu	老友
lǎoyǒusuǒlè	老有所乐
lǎoyǒusuǒwéi	老有所为
lǎoyǒusuǒxué	老有所学
lǎoyǒusuǒyǎng	老有所养
lǎoyúshìgù	老于世故
lǎoyùnéngjiě	老妪能解
lǎoyuǎn	老远
lǎozhànyǒu	老战友
lǎozhōngqīng	老中青
lǎozheliǎnpí	老着脸皮
lǎozìhào	老字号
lǎolɑo	姥姥
lǎoyé	姥爷
liáodǎo	潦倒
liáodǎozhōngshēn	潦倒终身
làozāi	涝灾
làoyìn	烙印
lèānxiàn	乐安县
lèbùkězhī	乐不可支
lèbùsīshǔ	乐不思蜀
yuèchí	乐池
lècǐbùpí	乐此不疲
lèdào	乐道
lèdé	乐得
lèdiāndiān	乐颠颠
yuèduàn	乐段
yuèduì	乐队
lèér	乐儿
lèérwàngfǎn	乐而忘返
lèfēngcūn	乐丰村
yuèfǔ	乐府
yuègǎn	乐感
yuègē	乐歌
lèguān	乐观
lèguānzhǔyì	乐观主义
lèguǒ	乐果
lèhēhē	乐呵呵
lèhé	乐和
lèjí	乐极
lèjíshēngbēi	乐极生悲
lèkǎi	乐凯
yuèlǐ	乐理
yuèlǜ	乐律
yuèmí	乐迷
lèpíngshì	乐平市
yuèpǔ	乐谱
yuèpǔjià	乐谱架
yuèqì	乐器
yuèqǔ	乐曲
lèqù	乐趣
lèróngróng	乐融融
lèshān	乐山
lèshànhàoshī	乐善好施
yuèshēng	乐声
yuèshī	乐师
lèshì	乐事
yuèshǒu	乐手
yuètán	乐坛
lètáotáo	乐陶陶
lètiān	乐天
lètiānpài	乐天派
lètiānzhīmìng	乐天知命
lètǔ	乐土
yuètuán	乐团
yuèwǔ	乐舞
lèyè	乐业
lèyǐwàngyōu	乐以忘忧
lèyì	乐意
yuèyīn	乐音
lèyōuyōu	乐悠悠
lèyú	乐于
lèyúzhùrén	乐于助人
lèyuán	乐园
lèzàiqízhōng	乐在其中
yuèzhāng	乐章
lèzīzī	乐滋滋
lèzǐ	乐子
lèāfúěr	勒阿弗尔
lèbī	勒逼
lēijǐn	勒紧
lèkèsī	勒克斯
lèlìng	勒令
lèmǎěrxiē	勒马尔歇
lèshíjìtòng	勒石记痛
lēisǐ	勒死
lèsuǒ	勒索
lèwòkùsēn	勒沃库森
léibào	雷暴
léibàoyǔ	雷暴雨
léichǎng	雷场
léidá	雷达
léidǎ	雷打
léidǎbùdòng	雷打不动
léidiàn	雷电
léifēng	雷锋
léifēngjīngshén	雷锋精神
léijī	雷击
léikèlínháosēn	雷克林豪森
léikèsèmǔ	雷克瑟姆
léikèyǎwèikè	雷克雅未克
léilìfēngxíng	雷厉风行
léilìzànshěng	雷利赞省
léiméngnà	雷蒙娜
léimǔshāyīdé	雷姆沙伊德
léinuòshù	雷诺数
léipào	雷炮
léiqū	雷区
léishēng	雷声
léitíngwànjūn	雷霆万钧
léiyǔ	雷雨
léiyǔyún	雷雨云
léizékènèi	雷泽克内
léizhènyǔ	雷阵雨
léidùn	羸顿
lěiluò	磊落
lèibāgǔ	肋巴骨
